text	label
내장된 퍼프로 톡톡톡 펴 바르는 모습이 왜 이렇게 귀여븐징	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
페이스 바디 입술 큐티클까지 건조한곳에 보습쵝오 보습쵝오	['O', 'O', 'O', 'O', 'O', 'O', 'PDT-B']
#육아템 #유모차추천 #유모차산책	['O', 'O', 'O']
했는데 머드팩까지	['O', 'O']
김밥한줄 먹고가삼	['O', 'O']
안심하고 다녔던거 같아요	['TRV-B', 'TRV-I', 'TRV-I']
이 영화에서 송강호 아저씨 엉덩이를 또 봤다  전에 xx도 봤으니 앞 뒤 다 본 셈인데 강동원 목선보다도 감흥이 없네 이제 안 보여줘도 될 듯 근데 이번 거는 확실히 웃겼다 생활연기는 정말 능청스럽게 잘 하는 듯 제3자가 둘이 무슨 관계냐는 식으로 물어보자 송강호가 강동원 슬쩍 쳐다보면서 응 동거남 할 때 뿜었다 남자만 둘 나오는데 왜 이렇게 재밌냐 한국영화도 정말 잘 찍는다 자동차 추격씬도 멋졌어 앞에 폐휴지 줍는 리어카가 가로막질 않나 뭔가 한국색이 물씬 풍기는데 할리우드에서는 나올 수 없는 장면이다 이번 거는 확실히 웃겼다 생활연기는 정말 능청스럽게 잘 하는 듯 제3자가 둘이 무슨 관계냐는 식으로 물어보자 송강호가 강동원 슬쩍 쳐다보면서 응 동거남 할 때 뿜었다 남자만 둘 나오는데 왜 이렇게 재밌냐 한국영화도 정말 잘 찍는다 자동차 추격씬도 멋졌어 앞에 폐휴지 줍는 리어카가 가로막질 않나 뭔가 한국색이 물씬 풍기는데 할리우드에서는 나올 수 없는 장면이다	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-B', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-B', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I']
#라쏨 #lasomme #매트리스 #방꾸미기 #슈퍼싱글매트리스 #퀸매트리스 #패밀리매트리스 #인테리어 #셀프인테리어 #메모리폼 #매트리스추천 #침대추천 #메모리폼매트리스 #침대매트리스#혼수매트리스 #신혼매트리스 #신혼침대 #가족침대 #침대스타그램 #내방침대 #집꾸미기 #신혼부부 #이불밖은위험해 #침대에서 #침대밖은위험해	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
속수분을 꽉꽉 채워주는 크림	['PDT-B', 'PDT-I', 'PDT-I', 'O']
우리집은 언제나 #잘풀리는집	['O', 'O', 'O']
EWG그린등급에	['O']
예상외의 웃음포인트까지 더해져 더 좋았다지	['MOV-B', 'MOV-I', 'MOV-I', 'MOV-B', 'MOV-I']
전 요즘 #에이지크리에이터 #GD11 무한애정하고 있어요 무한애정하고 있어요	['O', 'O', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-I']
#고레에다히로카즈	['O']
훈녀들 파우치 속엔	['O', 'O', 'O']
위기의 순간 죽기 전 아내의 얼굴 하며 가족들의 맘 어떨까요 가족들의 맘 어떨까요	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I']
가성비까지 짱짱	['PDT-B', 'PDT-I']
소름이다	['TRV-B']
#미로 #modusns #주부스타그램 #주부그램 #젊줌마 #육아맘 #초음파가습기 #가습기 #아로마가습기 #거실인테리어 #완벽세척가습기 #선팔하면맞팔가요	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
어찌된 건가 싶었더니 엔딩곡을 이현도가	['O', 'O', 'O', 'O', 'O']
요즘 건조함에 각질들과의 전쟁인데	['O', 'O', 'O', 'O']
무엇보다 마음에 들었던 것은 전투씬 주인공들이 특훈을 마치고 첫 출격을 한 뒤부터 틈틈히 전투를 하게 된다 주인공들은 쌍엽기 독일군은 삼엽기를 모는데 독일군 특유의 멋이 있어 전투기들이 전부 빨간색 특히 에이스인 검은매는 검정색인데다가 개틀링까지 2개다 비록 장비는 구식이지만 밀리터리 혼을 느낄 수 있는 재미가 있다 특수효과가 확실히 잘 발달해서인지 공중에서 구식 전투기들의 전투는 굉장한 볼거리를 제공해준다 에이스들끼리의 전투 구식전투기로 보여주는 다양한 회피기술 선회 기본적으로 장착된 개틀링 외에도 몸통박치기나 시선교란 공중에서 싸우다가 적진 한가운데에 떨어진 아군을 구하려고 내려가는 것이라던지 거대한 독일군 비행선을 소이탄으로 공략하는 전투라던지 셀 수 없이 많은 볼거리를 제공해준다	['MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I']
아기볼도 부드럽고 촉촉	['PDT-B', 'PDT-I', 'PDT-B']
입술 건조한 나에게는 정말 잘 맞는 립이다 정말 잘 맞는 립이다	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-I', 'PDT-I', 'O']
물놀이에 푸욱 빠진 아이들은	['O', 'O', 'O', 'O']
인생샷찍고 힐링하기좋아요	['TRV-B', 'TRV-B']
시트자체만으로도 보습효과와 쿨링 진정효과에 도움을준다고하니 진짜 대박템이죠 보습효과와 쿨링 진정효과에 도움을준다고하니 진짜 대박템이죠	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-B', 'PDT-I']
몬트리올로 가는 버스	['O', 'O', 'O']
이해할 수 없지만 이상하게 느낌 있었다	['TRV-B', 'TRV-I', 'TRV-I', 'TRV-B', 'TRV-I', 'TRV-I']
통기성이 좋아 쾌적하고 산뜻	['PDT-B', 'PDT-I', 'PDT-B', 'PDT-B']
피부자극이 덜한 특허받은 3D 다이아몬드 엠보	['PDT-B', 'PDT-I', 'O', 'O', 'O', 'O']
중이라서  이렇게 또 써봐요	['O', 'O', 'O', 'O']
핸콕 초능력의 비밀과 과거 이야기 등이 메인 스토리	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#아기지퍼백 #출산준비물 #육아필수품 #육아필수템 #아기용품 #유아용품 #육아는장비빨 #육아템 #육아맘 #맘소통 #맘스타그램	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
가족의 중요성과 상실감 마음의 치유 등을 프로그램에 따라 움직이는 감정 없는 로봇을 통해 오히려 사람을 통해 느끼는 것보다 더 뼈저리게 느끼게 해준다 좀 더 객관적이면서도 덜 작위적인데 그게 더 가슴에 와닿고 눈물나게 만드는 것은 신의 한수가 아닐 수 없다 신의 한수가 아닐 수 없다	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I']
마이크 니콜스 감독 톰 행크스줄리아 로버츠 주연	['O', 'O', 'O', 'O', 'O', 'O', 'O']
꺄악 너무 갖고싶었던 #콘크리트아이디어 #신상품 #핸드백 선물받았다요 두근두근 존예 보자마자 감격	['PDT-B', 'PDT-B', 'PDT-I', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-B', 'PDT-B', 'PDT-I']
이제 아들캉 저녁먹으러 가야겠오용	['O', 'O', 'O', 'O']
어린이나 반려동물이 있는 집에서도	['O', 'O', 'O', 'O']
#A2AGE #에이투에이지 #썬크림추천 #선크림추천 #자외선차단 #백탁없는선크림 #SPF50PA #주름개선 #미백 #	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
복숭아 주스에 쌍화차 한 잔씩 마시며 열 일 합니다	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
이제 안심하고 블루블루에 정착 안심하고 블루블루에 정착	['O', 'O', 'O', 'O', 'PDT-B', 'O', 'PDT-B']
발이 꼬물꼬물 거리는 것이나 보석모양 사도 라미엘이 이렇게 저렇게	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
빅사이즈 부들부들 루즈핏 티셔츠 부들부들 루즈핏 티셔츠	['O', 'O', 'O', 'O', 'PDT-B', 'O', 'O']
민감한 피부라 필링기 사용 전에 쪼꼼 겁먹었는데 사용 전에 쪼꼼 겁먹었는데	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-I', 'PDT-I', 'PDT-I']
#블랙필링패드	['O']
뒷북치는 영화 베테랑 후기	['O', 'O', 'O', 'O']
#뷰티그램#뷰스타#뷰소통	['O']
손 안닿는곳까지 꼼꼼하게 관리할수 있어 좋으다 꼼꼼하게 관리할수 있어 좋으다	['O', 'O', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-I', 'PDT-I', 'PDT-B']
백탁없이 안바른것처럼 티가 안남	['PDT-B', 'PDT-B', 'PDT-B', 'PDT-I']
먼저 손 씻고 싶게 하는 핑크퐁 핸드워시 발견 아이뿐만 아니라 엄마 아빠 아이 온 가족이 함께 사용 가능해요	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I']
탄력챙기세요	['PDT-B']
이너웨어 살 때 많이 애용하는 윙크핑크에서	['O', 'O', 'O', 'O', 'O', 'O']
이번에는 알로에베라잎수 성분과 쉐어나무 열매에서 추출한 천연 크림버터로 보습 효과가 뛰어나다는 #프리미엄내추럴베이비로션 사용중	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
아쥬 만족스러워요	['PDT-B', 'PDT-I']
#동영상후기	['O']
#내추럴코튼 시그니처 생리대	['O', 'O', 'O']
#컬링에센스 #밀크바오밥 #헤어스프레이 #헤어픽서 #헤어케어 #헤어고정 #앞머리고정 #앞머리픽서 #ad #뷰티인플루언서 #뷰티인플루언서민트초코	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
마자 서서히 부풀어오르는게 진짜 신기 진짜 신기	['O', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-I']
거기다 보는 재미까지 완벽해 보는 재미까지 완벽해	['O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-B']
자연담은유리병	['O']
완벽한 MADE IN FRANCE 제품이에요	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I']
#자트인사이트 신제품 쉴드업픽서가	['O', 'O', 'O']
버블로 된 토너는 처음 써봐서	['O', 'O', 'O', 'O', 'O']
완전소장각	['PDT-B']
양 넉넉하고 맛있는 브런치 아이스크림와플이 끝내주는곳	['TRV-B', 'TRV-I', 'TRV-B', 'TRV-I', 'TRV-B', 'TRV-I']
97 #자연유래성분 으로	['O', 'O', 'O']
#올리브영추천 #뷰티쁠 #뷰덕 #코덕 #뷰티그램	['O', 'O', 'O', 'O', 'O']
20121230 2000 김포공항 롯데시네마 관람	['O', 'O', 'O', 'O', 'O']
#탈모샴푸#테라피션샴푸추천#뷰티템#뷰스타#탈모완화#볼륨#두피케어#천연성분#임산부샴푸#무실리콘샴푸#잉한부샴푸#헤어케어##헤어제품#약산성샴푸#탈모방지샴푸#천연샴푸#샴푸추천#뷰스타#두피샴푸	['O']
니아는 노랑곱슬머리의 창백하고 귀여운 백인소년이래야 노랑곱슬머리의 창백하고 귀여운 백인소년이래야	['O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I']
그리고 여러가지 작업하기에도 넘나 좋아라 넘나 좋아라	['O', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-I']
전문적으로 케어해줘요	['PDT-B', 'PDT-I']
아이는 어느새 초등학생이 되었고 함께 영화관에 가서 샤잠을 볼 수 있게 되었다	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
이게 기내식이라는 건가	['O', 'O', 'O']
편안하게 휴식을 취할 수 있는 시간 하루 한번 10분 투자만으로	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I', 'O', 'O', 'O', 'O', 'O']
올리브오일로 더 촉촉해서 더 촉촉해서	['O', 'O', 'O', 'PDT-B', 'PDT-I']
오늘 치맥이 땡겨	['O', 'O', 'O']
얇고 다소 신경질적으로 보이는 입술이 매력 포인트 입술이 매력 포인트	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I']
커버력 대박인 #악마쿠션 #커버력쿠션 갑오브갑	['PDT-B', 'PDT-I', 'O', 'O', 'PDT-B']
가격또한 저렴해서 가성비 좋아요	['TRV-B', 'TRV-I', 'TRV-B', 'TRV-I']
#소통 #뷰티 #소통그램 #ahava #건성용수분크림	['O', 'O', 'O', 'O', 'O']
반드시 교체해서 써봐야겠죠	['PDT-B', 'PDT-I', 'PDT-I']
#달리프베러퍼퓸샴푸브러쉬 #샴푸브러쉬추천#천연샴푸#달리프	['O', 'O']
결국 못하고왔네	['O', 'O']
사용중인 #투스노트치약	['O', 'O']
2008년에 개봉한 아이언맨은 슈퍼히어로 영화의 역사를 바꾸게 되었다 기존 슈퍼히어로들과는 달리 자신의 정체를 오히려 밝히는 토니 스타크 그리고 그 뒤 쿠키영상에서 등장한 닉 퓨리 그렇게 어벤져스 시리즈마블 시네마틱 유니버스는 시작되었다 슈퍼히어로 영화의 역사를 바꾸게 되었다 기존 슈퍼히어로들과는 달리 자신의 정체를 오히려 밝히는 토니 스타크 그리고 그 뒤 쿠키영상에서 등장한 닉 퓨리 그렇게 어벤져스 시리즈마블 시네마틱 유니버스는 시작되었다	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
아 요즘 학생들은 두발 자유지	['O', 'O', 'O', 'O', 'O']
#뷰티팝 #디업 #dup #삐에로 #롭스 #롭스추천템 #쌍꺼풀액추천 #쌍꺼풀액 #쌍액 #쌍꺼풀만드는법 #무쌍메이크업 #무쌍 #쌍액추천 #beautipop #beauty #eyemakeup#makeup#뷰티템#예뻐지자#20대뷰티#잇템 #뷰티팝협찬	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
팬티라이너 더이상 사용하지 않아도 될듯 두께감있는 원단으로 1장만으로도 충분해요 미끈거림이나 거품없이 산뜻한 마무리감 자연유래성분 그대로 포피엠테라피 네추럴 페미닌 클렌징티슈하세요	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-B', 'PDT-I', 'PDT-B', 'PDT-I', 'PDT-B', 'PDT-I', 'PDT-B', 'PDT-I', 'O', 'O', 'O', 'PDT-B', 'PDT-I', 'PDT-I']
#아이오페슈퍼바이탈	['O']
영국엔 양복점을 가장한 킹스맨 미국엔 주류 회사를 가장한 스테이트맨이 있는 것을 보니 일본이라면 닌자맨이 있는 것이 아닐까 하고 멋대로 상상해봤다 표면상으로는 일본 최대의 스시집 체인 회사라던지	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
발꾸락 양말 왜인가 했더니 신발때문이었어	['O', 'O', 'O', 'O', 'O']
역시 #아이슬란드이끼 추출물 대단하네요 대단하네요	['O', 'O', 'O', 'O', 'PDT-B']
완전 좋다며 얼마 남지않았으니 서둘러요	['PDT-B', 'PDT-I', 'O', 'O', 'O']
몽둥이게 맞고 칼에 찔려 형체를 알아볼 수 없을 정도로	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
어딜가든 꼭 챙기는 #물티슈	['O', 'O', 'O', 'O']
한참 좋아했었던 #모델링팩	['PDT-B', 'PDT-I', 'O']
#과즙메이크업 #착색틴트 #데이트 #데이트메이크업	['O', 'O', 'O', 'O']
파운데이션과 믹스해 블러셔로도 사용할 수 있어요	['O', 'O', 'O', 'O', 'O', 'O']
#대디베이비  넘 예뿌다 넘 예뿌다	['O', 'O', 'O', 'PDT-B', 'PDT-I']
청주 놀러 갔다가 겟 해온 #수제비누 좋아라 좋아라	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PDT-B']
몸체와 손 발이 머리에 비해 커 고려시대 불상에 흔히 나타나는 형태여서 고려시대 마애불이라고 하지만 필자는 부처님의 손가락 모습인 수인이 합장인을 하고 있는 통일신라시대 부처님의 특성을 보이고 있어 원효대사의 설화를 믿고 싶다 통일신라시대 부처님의 특성을 보이고 있어 원효대사의 설화를 믿고 싶다	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'TRV-B', 'TRV-I', 'TRV-I', 'TRV-I', 'TRV-I', 'TRV-B', 'TRV-I', 'TRV-I', 'TRV-I']
언니들이 뉴욕에 오기로 했고 내 목표는 단순히 뉴욕 유명 여행지만 가는 게 아니라 다양한 문화들을 경험해보는 것이었다 팝 스타의 콘서트 윌리엄스버그보단 부쉬위크 드랙쇼 페미니즘 워킹투어 등 다양한 문화들을 경험해보고자 했다 뉴욕은 성소수자 퍼레이드가 시작된 곳이기도 하고 드랙 문화가 가장 활발한 곳이기도 하다 심지어 일하던 회사 동료분의 남편이 드랙퀸이었음 드랙 문화가 가장 활발한 곳이기도 하다 심지어 일하던 회사 동료분의 남편이 드랙퀸이었음	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'TRV-B', 'TRV-I', 'TRV-I', 'TRV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
거실에 설치해두니 인테리어효과까지 인테리어효과까지	['O', 'O', 'O', 'PDT-B']
소풍에서는 각종 체험학습도 운영합니다	['O', 'O', 'O', 'O']
저도 첨보는 제품인데	['O', 'O', 'O']
입 냄새도 줄어 개선되니 #모닝키스	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-B', 'O']
드래곤 헌터 Dragon Hunters 2013124 개봉	['O', 'O', 'O', 'O', 'O', 'O']
그러고보니 2005년판 여주인공은 백치미나 섹시미가 많이 사라졌는데여성의 인권문제가 민감해진 것 때문이려나 적어도 원작에서부터 나오는 킹콩이 옷을 찢는 장면이 삭제되기까지 했으니 여성의 인권문제가 민감해진 것 때문이려나 적어도 원작에서부터 나오는 킹콩이 옷을 찢는 장면이 삭제되기까지 했으니	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
가족보다 나은 피 한 방울 섞이지 않은 두 사람의 연대를 보여주는 이야기 익숙한 설정인데도 완전 빠져 들었다 익숙한 설정인데도 완전 빠져 들었다	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-B', 'MOV-I', 'MOV-I']
